CLSH0294,-27.499166,153.246165,20016
CLSH0294,-27.497805,153.245781,20017
CLSH0294,-27.497422,153.245653,20018
CLSH0294,-27.496840,153.245333,20019
CLSH0294,-27.496344,153.245014,20020
CLSH0294,-27.495961,153.244742,20021
CLSH0294,-27.495593,153.244438,20022
CLSH0294,-27.495323,153.244167,20023
CLSH0294,-27.495083,153.243823,20024
CLSH0294,-27.494785,153.243226,20025
CLSH0294,-27.494723,153.243086,20026
CLSH0294,-27.494683,153.242974,20027
CLSH0294,-27.494656,153.242851,20028
CLSH0294,-27.494498,153.241998,20029
CLSH0294,-27.494486,153.241936,20030
CLSH0294,-27.494486,153.241936,30001
CLSH0294,-27.494486,153.241936,30002
CLSH0294,-27.494486,153.241936,40001
CLSH0294,-27.494230,153.240687,40002
CLSH0294,-27.494012,153.239653,40003
CLSH0294,-27.492804,153.231093,40004
CLSH0294,-27.492760,153.230375,40005
CLSH0294,-27.492804,153.229781,40006
CLSH0294,-27.492848,153.229484,40007
CLSH0294,-27.492892,153.229113,40008
CLSH0294,-27.494090,153.223172,40009
CLSH0294,-27.494232,153.222493,40010
CLSH0294,-27.494288,153.222045,40011
CLSH0294,-27.494331,153.221597,40012
CLSH0294,-27.494302,153.221070,40013
CLSH0294,-27.494155,153.219568,40014
CLSH0294,-27.494073,153.218722,40015
CLSH0294,-27.494073,153.218722,50001
CLSH0294,-27.494001,153.217989,50002
CLSH0294,-27.493986,153.217838,50003
CLSH0294,-27.493417,153.214453,50004
CLSH0294,-27.492887,153.210779,50005
CLSH0294,-27.491567,153.202165,50006
CLSH0294,-27.491464,153.201714,50007
CLSH0294,-27.491366,153.201301,50008
CLSH0294,-27.491166,153.200700,50009
CLSH0294,-27.490903,153.200146,50010
CLSH0294,-27.490677,153.199660,50011
CLSH0294,-27.490429,153.199198,50012
CLSH0294,-27.487684,153.194553,50013
CLSH0294,-27.487320,153.194090,50014
CLSH0294,-27.487044,153.193725,50015
CLSH0294,-27.486688,153.193284,50016
CLSH0294,-27.486227,153.192775,50017
CLSH0294,-27.486124,153.192703,50018
CLSH0294,-27.486124,153.192703,60001
CLSH0294,-27.486124,153.192703,60002
CLSH0294,-27.486124,153.192703,70001
CLSH0294,-27.485123,153.192004,70002
CLSH0294,-27.484881,153.191797,70003
CLSH0294,-27.484069,153.191377,70004
CLSH0294,-27.483141,153.190825,70005
CLSH0294,-27.482389,153.190352,70006
CLSH0294,-27.478715,153.188143,70007
CLSH0294,-27.477473,153.187749,70008
CLSH0294,-27.476440,153.187591,70009
CLSH0294,-27.473979,153.187818,70010
CLSH0294,-27.471570,153.188228,70011
CLSH0294,-27.470747,153.188291,70012
CLSH0294,-27.470004,153.188414,70013
CLSH0294,-27.470004,153.188414,80001
CLSH0294,-27.469438,153.188508,80002
CLSH0294,-27.468570,153.188739,80003
CLSH0294,-27.468282,153.188730,80004
CLSH0294,-27.468108,153.188704,80005
CLSH0294,-27.467863,153.188654,80006
CLSH0294,-27.467661,153.188610,80007
CLSH0294,-27.467267,153.188484,80008
CLSH0294,-27.466698,153.188206,80009
CLSH0294,-27.466293,153.187958,80010
CLSH0294,-27.465965,153.187651,80011
CLSH0294,-27.465434,153.186979,80012
CLSH0294,-27.464890,153.186102,80013
CLSH0294,-27.464574,153.185693,80014
CLSH0294,-27.464359,153.185444,80015
CLSH0294,-27.464132,153.185284,80016
CLSH0294,-27.463879,153.185123,80017
CLSH0294,-27.462210,153.184436,80018
CLSH0294,-27.460940,153.183891,80019
CLSH0294,-27.460630,153.183720,80020
CLSH0294,-27.460440,153.183559,80021
CLSH0294,-27.460175,153.183296,80022
CLSH0294,-27.459922,153.182975,80023
CLSH0294,-27.459701,153.182546,80024
CLSH0294,-27.459379,153.181770,80025
CLSH0294,-27.459176,153.181294,80026
CLSH0294,-27.458961,153.181002,80027
CLSH0294,-27.458782,153.180839,80028
CLSH0294,-27.458569,153.180666,80029
CLSH0294,-27.458323,153.180530,80030
CLSH0294,-27.458076,153.180447,80031
CLSH0294,-27.457818,153.180425,80032
CLSH0294,-27.457609,153.180440,80033
CLSH0294,-27.457340,153.180429,80034
CLSH0294,-27.457226,153.180415,80035
CLSH0294,-27.457226,153.180415,90001
CLSH0294,-27.456943,153.180384,90002
CLSH0294,-27.456320,153.180248,90003
CLSH0294,-27.455927,153.180052,90004
CLSH0294,-27.455507,153.179817,90005
CLSH0294,-27.455117,153.179482,90006
CLSH0294,-27.454857,153.179158,90007
CLSH0294,-27.452149,153.175407,90008
CLSH0294,-27.451483,153.174813,90009
CLSH0294,-27.451070,153.174554,90010
CLSH0294,-27.450450,153.174244,90011
CLSH0294,-27.449024,153.173651,90012
CLSH0294,-27.448720,153.173462,90013
CLSH0294,-27.448480,153.173286,90014
CLSH0294,-27.445951,153.170842,90015
CLSH0294,-27.445552,153.170401,90016
CLSH0294,-27.445269,153.170132,90017
CLSH0294,-27.445269,153.170132,100001
CLSH0294,-27.444758,153.169648,100002
CLSH0294,-27.444353,153.169350,100003
CLSH0294,-27.443885,153.168902,100004
CLSH0294,-27.443483,153.168579,100005
CLSH0294,-27.442772,153.168036,100006
CLSH0294,-27.440993,153.166898,100007
CLSH0294,-27.440450,153.166510,100008
CLSH0294,-27.439728,153.166087,100009
CLSH0294,-27.439728,153.166087,110001
CLSH0294,-27.439377,153.165881,110002
CLSH0294,-27.438828,153.165529,110003
CLSH0294,-27.438340,153.165132,110004
CLSH0294,-27.437994,153.164704,110005
CLSH0294,-27.437809,153.164416,110006
CLSH0294,-27.437632,153.164065,110007
CLSH0294,-27.437523,153.163672,110008
CLSH0294,-27.437465,153.163191,110009
CLSH0294,-27.437352,153.159817,110010
CLSH0294,-27.437338,153.159273,110011
CLSH0294,-27.437313,153.159057,110012
CLSH0294,-27.437232,153.158698,110013
CLSH0294,-27.437232,153.158698,120001
CLSH0294,-27.437180,153.158469,120002
CLSH0294,-27.437080,153.158106,120003
CLSH0294,-27.437004,153.157827,120004
CLSH0294,-27.436787,153.156788,120005
CLSH0294,-27.436692,153.156055,120006
CLSH0294,-27.436746,153.155520,120007
CLSH0294,-27.436909,153.154985,120008
CLSH0294,-27.437038,153.154684,120009
CLSH0294,-27.437228,153.154377,120010
CLSH0294,-27.437380,153.154114,120011
CLSH0294,-27.437594,153.153880,120012
CLSH0294,-27.438631,153.153091,120013
CLSH0294,-27.438833,153.152916,120014
